accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method,net_sales,is_converted,is_returned
2017-03-15 17:14:32.644,1925,HTTP,144.76.71.83,347,IOS App,23,Male,CH,Premium,German,179.2,No,0.0,Cash,179.2,1,0
2017-03-15 17:14:32.644,1806,HTTP,144.76.71.83,3623,IOS App,19,Female,GB,Premium,Chinese,1800.51,No,0.0,Debit Card,1800.51,1,0
2017-03-15 17:17:53.414,2153,HTTP,144.76.94.107,389,IOS App,18,Male,IT,Premium,Chinese,0.0,Yes,600.16,Others,-600.16,0,1
2017-03-15 17:17:53.414,1839,HTTP,145.224.144.57,4569,IOS App,35,Female,CN,Premium,Chinese,900.24,No,0.0,Cash,900.24,1,0
2017-03-15 17:19:30.000,1876,HTTP,145.226.158.81,381,Microsoft Edge,37,Female,PE,Premium,Chinese,2400.68,No,0.0,Credit Card,2400.68,1,0
2017-03-15 17:19:30.000,2210,HTTP,145.226.30.84,6729,Microsoft Edge,64,Female,US,Premium,Chinese,0.0,Yes,26.15,Cash,-26.15,0,1
2017-03-15 16:21:48.900,2538,HTTP,145.255.106.123,120,Microsoft Edge,41,Male,IT,Premium,Chinese,121.98,No,0.0,Cash,121.98,1,0
2017-03-15 16:21:48.900,2518,HTTP,145.255.1.84,420,Microsoft Edge,54,Female,US,Premium,Russian,20.92,No,0.0,Others,20.92,1,0
2017-03-15 17:17:35.169,4110,HTTP,145.8.180.204,561,Safari,42,Female,US,Normal,Chinese,107.52,No,0.0,Cash,107.52,1,0
2017-03-15 17:17:35.169,1604,HTTP,146.0.56.116,589,Safari,62,Female,US,Normal,Chinese,35.19,No,0.0,Debit Card,35.19,1,0
2017-03-15 17:17:35.169,2274,HTTP,146.101.254.76,702,Safari,66,Male,US,Normal,Chinese,162.64,No,0.0,Cash,162.64,1,0
2017-03-15 17:17:35.169,2998,HTTP,146.102.120.26,586,Safari,24,Male,SE,Normal,Chinese,0.0,Yes,3150.0,Cash,-3150.0,0,1
2017-03-15 17:17:35.170,3643,HTTP,146.115.146.254,556,Others,67,Female,RU,Normal,Chinese,0.0,Yes,300.08,Debit Card,-300.08,0,1
2017-03-15 17:17:35.170,4635,HTTP,146.127.253.13,515,Others,20,Male,CN,Normal,Chinese,0.0,Yes,121.98,Cash,-121.98,0,1
2017-03-15 17:17:36.219,1592,HTTP,146.148.71.153,1725,Others,68,Female,NO,Normal,Chinese,5.23,No,0.0,Credit Card,5.23,1,0
2017-03-15 17:17:36.219,4114,HTTP,146.162.241.244,579,Others,45,Male,IN,Normal,Chinese,0.0,Yes,179.2,Cash,-179.2,0,1
2017-03-15 17:20:21.481,3301,HTTP,146.166.45.16,309,Others,46,Male,IT,Premium,Chinese,35.84,No,0.0,Cash,35.84,1,0
2017-03-15 17:20:21.481,4452,HTTP,146.18.173.105,2534,Others,19,Female,IT,Premium,Chinese,600.16,No,0.0,Others,600.16,1,0
2017-03-15 17:17:44.004,1718,UDP  ,146.185.143.246,369,Others,38,Male,PL,Premium,persian,121.98,No,0.0,Others,121.98,1,0
2017-03-15 17:17:44.005,2263,ICMP ,146.185.167.160,397,Others,20,Female,JP,Premium,Chinese,35.84,No,0.0,Cash,35.84,1,0
2017-03-15 17:18:51.248,2106,HTTP,146.185.28.58,329,Others,38,Female,CH,Premium,Chinese,0.0,Yes,107.52,Others,-107.52,0,1
2017-03-15 17:18:51.248,4973,HTTP,146.185.31.214,8617,Others,39,Female,US,Premium,Chinese,20.92,No,0.0,Debit Card,20.92,1,0
2017-03-15 17:18:13.394,2524,HTTP,146.196.35.67,556,Safari,42,Female,IT,Normal,Chinese,107.52,No,0.0,Cash,107.52,1,0
2017-03-15 17:18:13.394,3146,HTTP,146.196.36.151,515,Safari,66,Male,US,Normal,Chinese,600.17,No,0.0,Cash,600.17,1,0
2017-03-15 17:18:13.395,2695,HTTP,146.198.47.21,561,Safari,55,Female,IN,Normal,Chinese,2400.68,No,0.0,Credit Card,2400.68,1,0
2017-03-15 17:18:13.395,3103,HTTP,146.198.91.115,589,Safari,51,Female,IT,Normal,Chinese,40.66,No,0.0,Cash,40.66,1,0
2017-03-15 17:18:13.440,1543,HTTP,146.200.141.142,702,Safari,65,Female,SE,Normal,Chinese,0.0,Yes,81.32,Credit Card,-81.32,0,1
2017-03-15 17:18:13.440,4443,HTTP,146.200.151.86,586,Safari,64,Female,JP,Normal,Chinese,81.32,No,0.0,Cash,81.32,1,0
2017-03-15 17:18:13.451,4089,HTTP,146.200.162.165,1725,IOS App,58,Female,IN,Normal,Chinese,0.0,Yes,900.24,Credit Card,-900.24,0,1
2017-03-15 17:18:13.451,1590,HTTP,146.203.130.213,579,Microsoft Edge,46,Male,US,Normal,Chinese,11.73,No,0.0,Cash,11.73,1,0
2017-03-15 17:21:13.440,4764,HTTP,146.203.130.213,401,Microsoft Edge,43,Male,RU,Premium,Chinese,0.0,Yes,20.92,Cash,-20.92,0,1
2017-03-15 17:21:13.440,2752,HTTP,146.212.68.46,4618,Microsoft Edge,51,Female,CA,Premium,Chinese,20.92,No,0.0,Cash,20.92,1,0
2017-03-15 17:21:39.701,2559,HTTP,146.229.255.21,46,IOS App,58,Female,IT,Premium,Chinese,40.66,No,0.0,Cash,40.66,1,0
2017-03-15 17:21:39.701,2988,HTTP,146.236.200.6,40,IOS App,38,Male,US,Premium,Chinese,60.6,No,0.0,Cash,60.6,1,0
2017-03-15 17:21:47.193,4117,HTTP,146.255.108.10,46,IOS App,58,Female,PR,Premium,Chinese,600.17,No,0.0,Debit Card,600.17,1,0
2017-03-15 17:21:47.193,4007,HTTP,146.255.183.92,40,IOS App,46,Female,IT,Premium,Spanish,1800.51,No,0.0,Cash,1800.51,1,0
2017-03-15 17:21:59.795,1799,HTTP,146.255.251.90,44,IOS App,36,Female,CA,Premium,Chinese,40.66,No,0.0,Debit Card,40.66,1,0
2017-03-15 17:21:59.795,4063,HTTP,146.255.90.225,92,Chrome,61,Female,IT,Premium,Chinese,0.0,Yes,35.84,Others,-35.84,0,1
2017-03-15 17:22:04.964,3705,HTTP,146.90.143.197,277,Chrome,49,Female,RU,Premium,Chinese,1500.4,No,0.0,Debit Card,1500.4,1,0
2017-03-15 17:22:04.964,2756,HTTP,146.90.8.192,5433,Chrome,18,Male,SE,Premium,Chinese,81.32,No,0.0,Debit Card,81.32,1,0
2017-03-15 17:22:56.182,1802,HTTP,147.30.3.47,314,Chrome,22,Female,PL,Premium,Russian,35.19,No,0.0,Debit Card,35.19,1,0
2017-03-15 17:22:56.182,1711,HTTP,147.75.209.232,281,Others,54,Female,IT,Premium,Chinese,40.66,No,0.0,Credit Card,40.66,1,0
2017-03-15 17:20:35.172,3657,HTTP,148.101.102.48,702,Others,24,Male,PL,Normal,Chinese,0.0,Yes,1500.4,Credit Card,-1500.4,0,1
2017-03-15 17:20:35.172,2444,HTTP,148.101.174.2,586,Others,26,Female,CA,Normal,Chinese,0.0,Yes,2400.68,Cash,-2400.68,0,1
2017-03-15 17:20:35.172,3087,HTTP,148.168.40.122,556,Others,23,Female,CO,Normal,Chinese,1050.0,No,0.0,Credit Card,1050.0,1,0
2017-03-15 17:20:35.172,2808,HTTP,148.168.96.22,515,Others,36,Female,PL,Normal,Chinese,1800.51,No,0.0,Credit Card,1800.51,1,0
2017-03-15 17:20:37.546,4589,HTTP,148.177.1.216,639,Others,33,Female,JP,Normal,Chinese,5.23,No,0.0,Cash,5.23,1,0
2017-03-15 17:20:37.546,4538,HTTP,148.204.163.34,614,Mozilla Firefox,34,Female,CA,Normal,Spanish,15.69,No,0.0,Cash,15.69,1,0
2017-03-15 17:21:13.395,2519,HTTP,148.251.15.208,556,Mozilla Firefox,35,Female,AU,Normal,Chinese,162.64,No,0.0,Debit Card,162.64,1,0
2017-03-15 17:21:13.395,4092,HTTP,148.251.15.208,515,Mozilla Firefox,44,Female,CA,Normal,Chinese,26.15,No,0.0,Cash,26.15,1,0
2017-03-15 17:21:13.440,4151,HTTP,148.251.15.208,702,Mozilla Firefox,23,Female,CH,Normal,Chinese,40.66,No,0.0,Cash,40.66,1,0
2017-03-15 17:21:13.440,3586,HTTP,148.251.15.208,586,Android App,48,Female,CN,Normal,Chinese,0.0,Yes,58.65,Cash,-58.65,0,1
2017-03-15 17:21:13.447,3235,HTTP,148.251.41.50,639,Android App,28,Male,CN,Normal,Chinese,900.24,No,0.0,Others,900.24,1,0
2017-03-15 17:21:13.447,2420,HTTP,148.251.41.50,614,Android App,49,Female,RU,Normal,Chinese,30.3,No,0.0,Credit Card,30.3,1,0
2017-03-15 17:23:47.553,2515,HTTP,148.251.48.240,329,Android App,48,Female,JP,Premium,italian,1500.4,No,0.0,Credit Card,1500.4,1,0
2017-03-15 17:23:47.553,2040,HTTP,148.251.48.240,5569,Android App,41,Male,CN,Premium,Chinese,143.36,No,0.0,Cash,143.36,1,0
2017-03-15 17:24:36.601,4592,HTTP,148.251.48.240,375,Android App,33,Male,CN,Premium,italian,1050.0,No,0.0,Cash,1050.0,1,0
2017-03-15 17:24:36.601,4993,HTTP,148.251.48.240,1361,Android App,18,Male,CN,Premium,Chinese,11.73,No,0.0,Debit Card,11.73,1,0
2017-03-15 17:24:50.755,1775,HTTP,148.251.54.44,46,Android App,58,Female,CA,Premium,Chinese,2400.68,No,0.0,Cash,2400.68,1,0
2017-03-15 17:24:50.755,2496,HTTP,148.251.54.44,40,Android App,56,Female,CN,Premium,German,75.75,No,0.0,Cash,75.75,1,0
2017-03-15 17:24:59.503,3527,HTTP,148.251.54.44,46,Android App,67,Male,AT,Premium,Chinese,10.46,No,0.0,Cash,10.46,1,0
2017-03-15 17:24:59.503,4140,HTTP,148.251.54.44,40,Chrome,19,Male,CO,Premium,German,0.0,Yes,5.23,Others,-5.23,0,1
2017-03-15 17:22:35.170,4069,HTTP,148.251.91.38,561,Mozilla Firefox,62,Female,CA,Normal,Chinese,1050.0,No,0.0,Cash,1050.0,1,0
2017-03-15 17:22:35.170,1612,HTTP,148.252.128.250,589,Mozilla Firefox,67,Male,US,Normal,Chinese,0.0,Yes,26.15,Cash,-26.15,0,1
2017-03-15 17:22:35.294,2790,HTTP,148.252.128.49,1725,Android App,45,Male,NO,Normal,Chinese,20.92,No,0.0,Credit Card,20.92,1,0
2017-03-15 17:22:35.294,3664,HTTP,148.252.129.7,579,Chrome,37,Female,RU,Normal,Chinese,20.92,No,0.0,Credit Card,20.92,1,0
2017-03-15 17:25:45.975,3776,HTTP,148.75.115.187,92,Chrome,22,Female,AR,Premium,Chinese,40.66,No,0.0,Cash,40.66,1,0
2017-03-15 17:25:45.975,4676,HTTP,148.87.67.198,40,Chrome,33,Male,IN,Premium,Chinese,1800.51,No,0.0,Cash,1800.51,1,0
2017-03-15 17:26:06.528,4215,HTTP,149.101.37.2,40,Chrome,19,Male,US,Premium,Chinese,600.16,No,0.0,Cash,600.16,1,0
2017-03-15 17:26:06.528,3450,HTTP,149.102.106.58,46,Chrome,29,Female,IT,Premium,Chinese,143.36,No,0.0,Credit Card,143.36,1,0
2017-03-15 17:23:13.396,1835,HTTP,149.102.99.133,561,IOS App,62,Male,IT,Normal,Chinese,0.0,Yes,75.75,Cash,-75.75,0,1
2017-03-15 17:23:13.396,3462,HTTP,149.11.36.78,589,IOS App,32,Female,US,Normal,Chinese,20.92,No,0.0,Credit Card,20.92,1,0
2017-03-15 17:23:13.553,4591,HTTP,149.134.174.184,1725,IOS App,56,Male,CA,Normal,Chinese,45.45,No,0.0,Credit Card,45.45,1,0
2017-03-15 17:23:13.553,2117,HTTP,149.135.108.78,579,IOS App,61,Female,IT,Normal,Chinese,26.15,No,0.0,Others,26.15,1,0
2017-03-15 17:23:35.169,3418,HTTP,149.135.8.121,556,IOS App,21,Male,IT,Normal,Chinese,0.0,Yes,45.45,Debit Card,-45.45,0,1
2017-03-15 17:23:35.169,3796,HTTP,149.155.230.123,515,IOS App,44,Female,PL,Normal,Chinese,121.98,No,0.0,Cash,121.98,1,0
2017-03-15 17:23:35.169,4529,HTTP,149.172.254.83,702,Microsoft Edge,53,Female,JP,Normal,Chinese,1500.4,No,0.0,Credit Card,1500.4,1,0
2017-03-15 17:23:35.169,3043,HTTP,149.18.52.156,586,Microsoft Edge,51,Female,IT,Normal,Chinese,20.92,No,0.0,Cash,20.92,1,0
2017-03-15 17:26:47.408,3761,HTTP,149.202.26.86,92,Safari,53,Female,CN,Premium,Chinese,0.0,Yes,179.2,Cash,-179.2,0,1
2017-03-15 17:26:47.408,4478,HTTP,149.202.36.51,44,Safari,31,Male,NO,Premium,Chinese,600.17,No,0.0,Cash,600.17,1,0
2017-03-15 17:26:55.962,3163,HTTP,149.241.130.160,46,Others,66,Male,IN,Premium,Chinese,15.69,No,0.0,Debit Card,15.69,1,0
2017-03-15 17:26:55.962,2730,HTTP,149.241.130.160,40,Others,66,Female,IT,Premium,Chinese,0.0,Yes,162.64,Cash,-162.64,0,1
2017-03-15 17:27:11.374,4358,HTTP,149.241.237.10,46,Others,37,Female,IT,Premium,Chinese,2400.68,No,0.0,Cash,2400.68,1,0
2017-03-15 17:27:11.374,3242,HTTP,149.254.235.102,40,Others,25,Female,PL,Premium,Chinese,143.36,No,0.0,Debit Card,143.36,1,0
2017-03-15 17:24:13.395,2053,HTTP,149.255.105.103,556,Others,55,Female,JP,Normal,Chinese,1500.4,No,0.0,Others,1500.4,1,0
2017-03-15 17:24:13.395,4277,HTTP,149.255.107.104,515,Others,64,Female,CH,Normal,Chinese,1500.4,No,0.0,Credit Card,1500.4,1,0
2017-03-15 17:24:13.440,2987,HTTP,149.255.193.53,702,Others,50,Male,US,Normal,Arabic,600.16,No,0.0,Debit Card,600.16,1,0
2017-03-15 17:24:13.440,4747,HTTP,149.255.234.32,586,Others,55,Male,IT,Normal,Arabic,5.23,No,0.0,Cash,5.23,1,0
2017-03-15 17:27:17.418,2272,HTTP,149.27.2.115,46,Others,21,Female,US,Premium,Russian,23.46,No,0.0,Credit Card,23.46,1,0
2017-03-15 17:27:17.418,4448,HTTP,149.3.124.84,40,Others,63,Male,IN,Premium,Spanish,179.2,No,0.0,Cash,179.2,1,0
2017-03-15 17:25:31.908,2147,ICMP ,149.56.43.99,46,Safari,55,Female,US,Premium,Chinese,0.0,Yes,600.17,Credit Card,-600.17,0,1
2017-03-15 17:25:31.908,4089,ICMP ,149.56.43.99,36,Safari,23,Female,RU,Premium,Chinese,2100.0,No,0.0,Cash,2100.0,1,0
2017-03-15 17:28:33.507,3046,HTTP,149.56.43.99,46,IOS App,21,Male,CA,Premium,Chinese,15.69,No,0.0,Credit Card,15.69,1,0
2017-03-15 17:28:33.507,1648,HTTP,149.56.43.99,40,Microsoft Edge,55,Female,IT,Premium,Chinese,2400.68,No,0.0,Debit Card,2400.68,1,0
2017-03-15 16:28:41.602,1558,HTTP,149.56.43.99,239,Microsoft Edge,56,Male,US,Premium,Chinese,0.0,Yes,26.15,Cash,-26.15,0,1
2017-03-15 16:28:41.602,3933,HTTP,149.56.43.99,5714,Microsoft Edge,64,Female,PR,Premium,German,1500.4,No,0.0,Credit Card,1500.4,1,0
2017-03-15 17:28:47.985,2675,HTTP,149.56.43.99,40,IOS App,64,Male,IT,Premium,Chinese,58.65,No,0.0,Credit Card,58.65,1,0
2017-03-15 17:28:47.985,2104,HTTP,149.56.43.99,46,IOS App,48,Female,CA,Premium,Chinese,203.3,No,0.0,Debit Card,203.3,1,0
2017-03-15 17:24:13.444,4942,HTTP,150.107.116.154,92,IOS App,62,Male,SE,Normal,Chinese,40.66,No,0.0,Others,40.66,1,0
2017-03-15 17:24:13.444,2746,HTTP,150.107.172.89,190,Chrome,53,Male,GB,Normal,Chinese,60.6,No,0.0,Credit Card,60.6,1,0
2017-03-15 17:26:35.167,1977,HTTP,150.107.205.244,702,Chrome,38,Female,IT,Normal,nepali,26.15,No,0.0,Cash,26.15,1,0
2017-03-15 17:26:35.167,3653,HTTP,150.107.213.243,586,Chrome,42,Male,US,Normal,Chinese,203.3,No,0.0,Credit Card,203.3,1,0
2017-03-15 17:26:35.167,4390,HTTP,150.107.237.175,556,Chrome,35,Male,US,Normal,Chinese,162.64,No,0.0,Cash,162.64,1,0
2017-03-15 17:26:35.167,3891,HTTP,150.107.8.198,515,Chrome,45,Female,US,Normal,Chinese,0.0,Yes,1500.4,Cash,-1500.4,0,1
2017-03-15 17:26:36.243,2537,HTTP,150.107.8.240,639,Chrome,61,Male,IT,Normal,Chinese,0.0,Yes,71.68,Debit Card,-71.68,0,1
2017-03-15 17:26:36.243,1573,HTTP,150.117.27.37,614,Chrome,65,Male,PL,Normal,Chinese,600.16,No,0.0,Credit Card,600.16,1,0
2017-03-15 17:26:47.808,4951,HTTP,150.129.238.49,2040,Others,54,Male,PL,Premium,Chinese,46.92,No,0.0,Credit Card,46.92,1,0
2017-03-15 17:26:47.808,3740,HTTP,150.129.47.50,3649,Others,53,Male,JP,Premium,Chinese,900.24,No,0.0,Credit Card,900.24,1,0
2017-03-15 17:27:13.396,1979,HTTP,150.129.80.75,556,Others,52,Female,CA,Normal,Chinese,11.73,No,0.0,Debit Card,11.73,1,0
2017-03-15 17:27:13.396,2625,HTTP,150.241.162.239,515,Others,34,Female,RU,Normal,Chinese,15.69,No,0.0,Credit Card,15.69,1,0
2017-03-15 17:27:13.489,1934,HTTP,150.95.130.248,702,Others,65,Female,AT,Normal,Chinese,1800.51,No,0.0,Credit Card,1800.51,1,0
2017-03-15 17:27:13.489,4851,HTTP,151.0.142.18,586,Mozilla Firefox,25,Male,AU,Normal,French,35.84,No,0.0,Credit Card,35.84,1,0
2017-03-15 17:27:15.244,4349,HTTP,151.132.105.129,639,Mozilla Firefox,54,Female,CA,Normal,Chinese,179.2,No,0.0,Credit Card,179.2,1,0
2017-03-15 17:27:15.244,4877,HTTP,151.135.6.157,614,Mozilla Firefox,31,Male,CH,Normal,Spanish,15.69,No,0.0,Cash,15.69,1,0
2017-03-15 17:30:33.505,4418,HTTP,151.16.13.247,40,Mozilla Firefox,59,Female,CN,Premium,Russian,5.23,No,0.0,Cash,5.23,1,0
2017-03-15 17:30:33.505,3059,HTTP,151.16.133.20,46,Mozilla Firefox,27,Female,PL,Premium,Chinese,600.16,No,0.0,Cash,600.16,1,0
2017-03-15 17:27:35.170,2497,HTTP,151.16.2.126,561,Mozilla Firefox,59,Male,RU,Normal,Chinese,1500.4,No,0.0,Credit Card,1500.4,1,0
2017-03-15 17:27:35.170,4205,HTTP,151.177.26.114,589,Android App,21,Female,CN,Normal,Chinese,1500.4,No,0.0,Cash,1500.4,1,0
2017-03-15 17:27:35.292,1754,HTTP,151.18.27.131,1725,Android App,20,Male,RU,Normal,Chinese,107.52,No,0.0,Cash,107.52,1,0
2017-03-15 17:27:35.292,4226,HTTP,151.193.220.28,579,Android App,55,Female,US,Normal,Chinese,15.15,No,0.0,Credit Card,15.15,1,0
2017-03-15 17:30:45.406,2808,HTTP,151.224.68.193,40,Android App,69,Male,CN,Premium,Chinese,30.3,No,0.0,Debit Card,30.3,1,0
2017-03-15 17:30:45.406,4329,HTTP,151.225.28.64,46,Android App,69,Male,CN,Premium,Chinese,2400.68,No,0.0,Others,2400.68,1,0
2017-03-15 17:30:46.751,3932,HTTP,151.226.217.199,40,Android App,54,Male,CN,Premium,Chinese,0.0,Yes,20.92,Debit Card,-20.92,0,1
2017-03-15 17:30:46.751,4554,HTTP,151.226.254.82,92,Android App,53,Male,US,Premium,Chinese,5250.0,No,0.0,Cash,5250.0,1,0
2017-03-15 17:31:04.757,3481,HTTP,151.227.13.2,46,Android App,39,Female,PL,Premium,Chinese,10.46,No,0.0,Others,10.46,1,0
2017-03-15 17:31:04.757,1501,HTTP,151.228.224.214,40,Android App,27,Female,US,Premium,Chinese,203.3,No,0.0,Credit Card,203.3,1,0
2017-03-15 17:28:13.399,4495,HTTP,151.229.0.206,561,Android App,62,Female,US,Normal,Chinese,600.16,No,0.0,Others,600.16,1,0
2017-03-15 17:28:13.399,3102,HTTP,151.230.250.121,589,Android App,57,Male,CA,Normal,Chinese,121.98,No,0.0,Cash,121.98,1,0
2017-03-15 17:28:13.572,3581,HTTP,151.234.56.50,1725,Android App,23,Female,CN,Normal,persian,40.66,No,0.0,Credit Card,40.66,1,0
2017-03-15 17:28:13.572,3605,HTTP,151.235.28.127,579,Android App,30,Female,US,Normal,persian,0.0,Yes,162.64,Cash,-162.64,0,1
2017-03-15 17:31:35.480,3072,HTTP,151.237.177.191,46,Android App,63,Female,CO,Premium,Chinese,600.16,No,0.0,Others,600.16,1,0
2017-03-15 17:31:35.480,3739,HTTP,151.237.177.21,40,Android App,60,Female,ZA,Premium,Chinese,1500.4,No,0.0,Credit Card,1500.4,1,0
2017-03-15 17:29:35.169,4787,HTTP,151.237.180.197,556,Mozilla Firefox,63,Male,IT,Normal,Chinese,600.16,No,0.0,Debit Card,600.16,1,0
2017-03-15 17:29:35.169,4072,HTTP,151.237.180.221,515,Mozilla Firefox,45,Male,JP,Normal,Chinese,600.16,No,0.0,Cash,600.16,1,0
2017-03-15 17:29:35.169,1853,HTTP,151.237.180.221,702,Mozilla Firefox,19,Male,PR,Normal,Chinese,1500.4,No,0.0,Credit Card,1500.4,1,0
2017-03-15 17:29:35.169,4580,HTTP,151.237.180.221,586,Mozilla Firefox,38,Male,CA,Normal,Chinese,0.0,Yes,71.68,Cash,-71.68,0,1
2017-03-15 17:29:56.454,2917,UDP  ,151.237.180.232,122,Mozilla Firefox,42,Male,US,Premium,Chinese,26.15,No,0.0,Cash,26.15,1,0
2017-03-15 17:29:56.454,3343,ICMP ,151.237.180.86,150,Mozilla Firefox,44,Female,NO,Premium,Chinese,1500.4,No,0.0,Others,1500.4,1,0
2017-03-15 17:30:13.427,2255,HTTP,151.237.181.225,556,Mozilla Firefox,64,Male,RU,Normal,Chinese,35.84,No,0.0,Others,35.84,1,0
2017-03-15 17:30:13.427,4482,HTTP,151.237.181.2,515,Mozilla Firefox,45,Male,AR,Normal,Chinese,107.52,No,0.0,Cash,107.52,1,0
2017-03-15 17:30:13.474,4662,HTTP,151.237.184.135,702,Android App,56,Female,IN,Normal,Chinese,26.15,No,0.0,Others,26.15,1,0
2017-03-15 17:30:13.474,4560,HTTP,151.237.184.190,586,Chrome,37,Female,US,Normal,Chinese,0.0,Yes,162.64,Debit Card,-162.64,0,1
2017-03-15 17:31:10.116,3650,UDP  ,151.240.236.35,441,IOS App,18,Male,IT,Premium,Chinese,26.15,No,0.0,Credit Card,26.15,1,0
2017-03-15 17:31:10.116,3167,ICMP ,151.241.212.5,469,IOS App,56,Female,IT,Premium,Chinese,1800.51,No,0.0,Cash,1800.51,1,0
2017-03-15 17:35:15.405,4174,HTTP,151.243.244.44,92,Microsoft Edge,45,Female,CN,Premium,Chinese,58.65,No,0.0,Debit Card,58.65,1,0
2017-03-15 17:35:15.405,3540,HTTP,151.243.255.86,44,Microsoft Edge,67,Female,CN,Premium,Chinese,107.52,No,0.0,Cash,107.52,1,0
2017-03-15 17:35:17.674,2891,HTTP,151.243.36.140,46,Microsoft Edge,51,Female,CN,Premium,Chinese,30.3,No,0.0,Debit Card,30.3,1,0
2017-03-15 17:35:17.674,1928,HTTP,151.244.116.87,40,Microsoft Edge,35,Male,US,Premium,persian,2100.0,No,0.0,Others,2100.0,1,0
2017-03-15 17:30:13.477,2593,HTTP,151.250.96.151,92,Safari,66,Female,IT,Normal,Spanish,0.0,Yes,23.46,Debit Card,-23.46,0,1
2017-03-15 17:30:13.477,3252,HTTP,151.25.195.75,190,Safari,53,Male,IT,Normal,Chinese,46.92,No,0.0,Others,46.92,1,0
2017-03-15 17:32:35.169,1706,HTTP,151.255.17.17,702,Safari,69,Male,US,Normal,Arabic,1500.4,No,0.0,Cash,1500.4,1,0
2017-03-15 17:32:35.169,2491,HTTP,151.26.172.204,586,Safari,44,Female,CA,Normal,French,900.24,No,0.0,Cash,900.24,1,0
2017-03-15 17:32:35.169,2176,HTTP,151.26.79.202,556,Others,56,Female,CN,Normal,Chinese,15.69,No,0.0,Debit Card,15.69,1,0
2017-03-15 17:32:35.169,2635,HTTP,151.30.10.250,515,Others,37,Female,US,Normal,Russian,81.32,No,0.0,Credit Card,81.32,1,0
2017-03-15 17:32:35.169,3540,HTTP,151.31.19.2,561,Others,33,Female,AU,Normal,Chinese,900.24,No,0.0,Debit Card,900.24,1,0
2017-03-15 17:32:35.169,2392,HTTP,151.31.9.60,589,Others,53,Female,AT,Normal,Chinese,121.98,No,0.0,Credit Card,121.98,1,0
2017-03-15 17:32:36.221,1839,HTTP,151.35.106.249,1725,Others,69,Female,CO,Normal,Chinese,2400.68,No,0.0,Credit Card,2400.68,1,0
2017-03-15 17:32:36.221,4941,HTTP,151.35.41.145,579,Others,29,Female,ZA,Normal,Russian,35.84,No,0.0,Cash,35.84,1,0
2017-03-15 17:32:36.224,3599,HTTP,151.43.137.60,639,Others,44,Female,US,Normal,Chinese,0.0,Yes,5.23,Credit Card,-5.23,0,1
2017-03-15 17:32:36.224,4817,HTTP,151.43.17.45,614,Others,32,Female,IT,Normal,Russian,35.84,No,0.0,Credit Card,35.84,1,0
2017-03-15 17:33:13.395,2482,HTTP,151.47.189.247,561,Safari,39,Male,IT,Normal,Chinese,1500.4,No,0.0,Credit Card,1500.4,1,0
2017-03-15 17:33:13.395,3746,HTTP,151.49.190.214,589,Safari,22,Female,JP,Normal,Russian,40.66,No,0.0,Cash,40.66,1,0
2017-03-15 17:33:13.395,2741,HTTP,151.67.98.88,556,Safari,60,Male,PR,Normal,Chinese,30.3,No,0.0,Debit Card,30.3,1,0
2017-03-15 17:33:13.395,3615,HTTP,151.68.1.177,515,Safari,60,Female,CA,Normal,italian,0.0,Yes,4200.0,Cash,-4200.0,0,1
2017-03-15 17:33:13.440,4834,HTTP,151.68.155.204,702,Safari,32,Female,US,Normal,Spanish,75.75,No,0.0,Cash,75.75,1,0
2017-03-15 17:33:13.440,2877,HTTP,151.76.74.211,586,Safari,21,Male,NO,Normal,Chinese,1050.0,No,0.0,Cash,1050.0,1,0
2017-03-15 17:33:13.447,3050,HTTP,151.79.206.65,1725,IOS App,27,Female,RU,Normal,Chinese,143.36,No,0.0,Cash,143.36,1,0
2017-03-15 17:33:13.447,3529,HTTP,151.80.101.203,579,Microsoft Edge,55,Male,AR,Normal,French,2100.0,No,0.0,Debit Card,2100.0,1,0
2017-03-15 17:33:14.396,3772,HTTP,151.80.109.120,639,Microsoft Edge,45,Male,IN,Normal,Chinese,1500.4,No,0.0,Others,1500.4,1,0
2017-03-15 17:33:14.396,2428,HTTP,151.80.109.120,614,Microsoft Edge,38,Female,US,Normal,Chinese,900.24,No,0.0,Credit Card,900.24,1,0
2017-03-15 17:36:59.145,3950,HTTP,151.80.109.147,92,IOS App,49,Female,US,Premium,Chinese,1500.4,No,0.0,Cash,1500.4,1,0
2017-03-15 17:36:59.145,1692,HTTP,151.80.109.147,40,Chrome,25,Female,CA,Premium,Chinese,0.0,Yes,143.36,Debit Card,-143.36,0,1
2017-03-15 17:37:27.010,2896,HTTP,151.80.109.147,46,Chrome,57,Female,IT,Premium,Chinese,10.46,No,0.0,Debit Card,10.46,1,0
2017-03-15 17:37:27.010,3295,HTTP,151.80.109.148,40,Chrome,27,Male,IT,Premium,Chinese,900.24,No,0.0,Cash,900.24,1,0
2017-03-15 17:37:44.522,2871,HTTP,151.80.109.148,46,Chrome,50,Female,PL,Premium,Chinese,107.52,No,0.0,Debit Card,107.52,1,0
2017-03-15 17:37:44.522,4071,HTTP,151.80.109.148,40,Chrome,20,Female,JP,Premium,Chinese,1500.4,No,0.0,Others,1500.4,1,0
